track_id,track_name,artist_name,album_name
7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,Taio Cruz,The Rokstarr Hits Collection
5EYdTPdJD74r9EVZBztqGG,The Bad Touch,Bloodhound Gang,Hooray For Boobies
2Uf9WTBWMA8S9Lh3k3Rui6,Ooh La,The Kooks,Inside In / Inside Out
7dQC53NiYOY9gKg3Qsu2Bs,All Out of Love,Air Supply,Lost in Love
0yE5Uqw60fj0pGpsvtDnDQ,Ché Ché Colé,Willie Colón,Anthology
3OeUlriM0EZHdWleJtjoVr,Got My Mind Set On You - Remastered 2004,George Harrison,Cloud Nine
6sLxk7xOHjgwq3J67n65UP,99 Times,Kate Voegele,A Fine Mess (Deluxe)
08kTO4EW0jb07zNsCNM83w,Chariot,Gavin DeGraw,Chariot - Stripped
13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,Chaos And The Calm
2V9XOpWE0capgHnbJkeAh1,Out of Touch - Video Mix,Daryl Hall & John Oates,Big Bam Boom
1oRfkIfgLIEzwcktalp4Lm,To Thine Own Self - Reprise,Brian D'Arcy James,Something Rotten! (Original Broadway Cast Recording)
3SnGymj6ijE2iuUfWxLo1q,I'm Coming Out,Diana Ross,Diana
27L8sESb3KR79asDUBu8nW,Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,Pray for the Wicked
1uzWOoJdADfstQuFtQFTUn,Breakfast At Tiffany's,Deep Blue Something,Home
5rjP15JGMxW6zdPD7nIfbI,Spirits,The Strumbellas,Hope
57Pk2GU0ABFYBbbcgYxqki,Popular - From "Wicked" Original Broadway Cast Recording/2003,Stephen Schwartz,Wicked (Original Broadway Cast Recording / Deluxe Edition)
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,Glimpse of Us
2ZyuwVvV6Z3XJaXIFbspeE,Wild Things,Alessia Cara,Know-It-All (Deluxe)
3Kkjo3cT83cw09VJyrLNwX,Oh My God,Adele,30
6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,Version
6X4JeTWCuKEzKOEHXDtyBo,Little Red Corvette - Single Version,Prince,4Ever
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,In Utero (Deluxe Edition)
4VTL9bM6qaSTsYGVianqzr,If You Could See Me Now,The Script,#3
4bAmAVdks2Y84VNVVLXFwN,Show Me Love - EDX Remix / Radio Edit,Sam Feldt,Show Me Love (Remixes 2)
4KLxaf2bMiYoOCUftYmDyl,It's Eggs!,Brian D'Arcy James,Something Rotten! (Original Broadway Cast Recording)
6u7jPi22kF8CTQ3rb9DHE7,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Old Town Road
73Iyy1U5QR96t7YPPDrEKb,Be Okay,Oh Honey,With Love - EP
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition)
3wcT7Bndd1w4dVsKhEXcEm,Gold Steps,Neck Deep,Life's Not Out To Get You
0qAMjeQFyd1qD0LDiV8gWp,Black Horse And The Cherry Tree,KT Tunstall,Eye To The Telescope
7K5dzhGda2vRTaAWYI3hrb,Just Like Fire (From the Original Motion Picture "Alice Through The Looking Glass"),P!nk,Just Like Fire (From the Original Motion Picture "Alice Through The Looking Glass")
7AOxuAvmJrYGXyyL7DHovH,My Blanket and Me,B.D. Wong,You're a Good Man, Charlie Brown (New Broadway Cast Recording (1999))
4AU7z13HYmPMetlWbq1mys,Waiting for Superman,Daughtry,Baptized (Deluxe Version)
2VBLFxCUyFp5BfmsZpxcis,絆ノ奇跡,MAN WITH A MISSION,絆ノ奇跡
0imYRG0WKxUOOcqBu3VX10,Sweet Dreams (Are Made of This) - Hot Remix / Remastered Version,Eurythmics,Sweet Dreams (Are Made Of This)
1dEy9Pl81QopSxNsPxXQxv,Stay,Rihanna,Unapologetic (Deluxe)
5VfEuwErhx6X4eaPbyBfyu,Intro,The xx,xx
2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,Shawn Mendes,Handwritten
0OcFwlV8xqdPJiVI2fgdvK,Above And Below,The Bravery,The Sun And The Moon
15JHH5FBawCL7DmCcUxlUp,Song For No One,Miike Snow,Miike Snow (Deluxe Edition)
0WIxVmvQzey9CvO3le2btz,To Thine Own Self,John Cariani,Something Rotten! (Original Broadway Cast Recording)
2VNfJpwdEQBLyXajaa6LWT,Burning Down the House,Talking Heads,Burning Down the House / I Get Wild / Wild Gravity
3krYebqW8kK4xgG8vtTD3T,Maniac,Michael Sembello,Pure '80s: #1s
0wXuerDYiBnERgIpbb3JBR,Redbone,Childish Gambino,"Awaken, My Love!"
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition)
6xqCTPxYnRf8X0p6N5Vw2T,Ooh La,The Kooks,Inside In / Inside Out
1RMRkCn07y2xtBip9DzwmC,Turn Up the Music,Chris Brown,Fortune (Expanded Edition)
5uHYcK0nbEYgRaFTY5BqnP,Magic (feat. Rivers Cuomo),B.o.B,B.o.B Presents: The Adventures of Bobby Ray
4xmuzUuhTDskXpys5nFili,Calabria 2007 - Radio Edit,Enur,Calabria 2007
5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,Deep Purple,Machine Head
7ppPZa3TRUSGKaks9wH7VT,Don't Look Back In Anger,Oasis,(What's The Story) Morning Glory?
6eN9yBWv9zFVZFXGsPrMxj,Dog Days Are Over,Florence + The Machine,Lungs
3dnuwPEfSXBAlvP8fG9Pyv,Come and Get Your Love - Re-Record,Redbone,Come And Get Your Love
0fdaCKYxdhL0SAlNM2yZq2,Sun,Two Door Cinema Club,Beacon
0hrBpAOgrt8RXigk83LLNE,The Sign,Ace of Base,The Sign
0DiDStADDVh3SvAsoJAFMk,Only Human,Jonas Brothers,Happiness Begins
7uEcCGtM1FBBGIhPozhJjv,Daydream Believer,The Monkees,The Birds, The Bees, & The Monkees
5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives
5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,Chocolate Factory
4xkOaSrkexMciUUogZKVTS,Till I Collapse,Eminem,The Eminem Show
5IPJsGFKtxKDPCkT8lhEjN,The Rhythm of the Night,Corona,The Rhythm of the Night
2oTDLjB2CcVxUlwulHEuQf,Raincoat of Love,Jeanine Tesori,Fun Home (A New Broadway Musical)
6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,Night Visions
5dRQUolXAVX3BbCiIxmSsf,Your Love,The Outfield,Super Hits
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989
3wUX7HpXS382s1DHTRouVk,We The People....,A Tribe Called Quest,We got it from Here... Thank You 4 Your service
3AYcyxEACnmE6d96RPubID,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist (Deluxe Edition)
1wjFM07Jmn9ZaA7vqEqK7w,The Chain,Ingrid Michaelson,Everybody
0815caqt2Lytro5EIzMufT,You And Me,Lifehouse,Lifehouse
7pYPpFhFyOwCjf4y7vdJqM,Just A Dream - Main,Nelly,5.0 Deluxe
2JHBMVs8E7bJJBLkXpKgHn,I Will Wait,Mumford & Sons,Babel
0uppYCG86ajpV2hSR3dJJ0,Give It Away,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition)
1qwno7xb5mJe71xtMS6jl2,High Enough,K.Flay,Every Where Is Some Where
1lOe9qE0vR9zwWQAOk6CoO,Ransom,Lil Tecca,We Love You Tecca
2oSpQ7QtIKTNFfA08Cy0ku,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Document (R.E.M. No. 5)
5YTtTbqxUzJHD3CpbNHerP,Brighter Than The Sun,Colbie Caillat,All Of You
12REd1n8PeiHHWOh066tpr,Never Be Like You,Flume,Skin
632wpQN4nWLEvxUyGZxyLM,Behind Blue Eyes,The Who,Who's Next (Expanded Edition)
4sscDOZCkbLSlDqcCgUJnX,Whip It,DEVO,Freedom of Choice
5EQoIi5yW1h3IBT3bJSN8b,Womanizer (Glee Cast Version),Glee Cast,Britney 2.0
4euxYgIl5XEqUj5WB9lHNq,The Home Depot Beat,The Home Depot,The Home Depot Beat
0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,Talk That Talk
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion
7IxVWmdabNVhfLBV3JD0nJ,The Cave,Mumford & Sons,Sigh No More
46RVKt5Edm1zl0rXhPJZxz,Down Under,Men At Work,The Best Of Men At Work: Contraband
3GGcwG519BTMdvMeFy7meT,Lady Marmalade,Patti LaBelle,Best Of Patti Labelle
5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,Prayer in C
58mFu3oIpBa0HLNeJIxsw3,Heaven Is A Place On Earth,Belinda Carlisle,Heaven On Earth
2byDrh2WiyYaThzh73Eyma,A Song For Europe,Roxy Music,Stranded
7aQjPecQdIuNd1sz3KCDhD,Lovefool,The Cardigans,First Band On The Moon (Remastered)
1lZeAoeRbCSKRyqx1PBvT6,St Elmo's Fire (Anniversary Edition),John Parr,St Elmo's Fire (Anniversary Edition)
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,Higher Love
6OEolOOk9Gh9bqkdpfIOl0,Ridin' Solo,Jason Derulo,Jason Derulo (International)
7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,Chromatica
223p1iGaq3waIxucF4o2pe,Sex,I Oh You,Lets Talk About Sex
0dbQ4h3cs8QE5fOPMYdDrX,Intoxicated - Radio Edit,Martin Solveig,Intoxicated (Radio Edit)
1RsMNYWrNLEP28BHIMsoK9,Gon Blow (feat. Rye Rye),Cakes da Killa,Hedonism
29Lr5wv6Oiv5Ihc89BIvCT,Good To Sea,Pinback,Autumn of the Seraphs
4bZd0nRuX8HyjeXAUBczvm,I Cry,Flo Rida,Wild Ones
4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Michael Bublé,Crazy Love
6BqWhxll86CGGE6WxgdRqG,Golden Skans,Klaxons,Myths Of The Near Future
4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,SOUR
7gUpO6td4OOnu0Lf9vhcIV,Lights - Single Version,Ellie Goulding,Lights
3AA8xNhDC0MpqwkGX3EP5V,If I Ever Feel Better,Phoenix,United
2SvBLZY02GztnoG0nklFzM,I Love the Way,Kate Reinders,Something Rotten! (Original Broadway Cast Recording)
1OXK32HZOXxwDdRzekiniw,Flying Home,Mykal Kilgore,Songs for a New World (New York City Center 2018 Encores! Off-Center Cast Recording)
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),The Script,#3
0VFX0UnItNIt2AfEqQByVV,Go Cubs Go,Steve Goodman,The Steve Goodman Anthology: No Big Surprise
6go8OpVqD9QePmdA726d81,Macarena - Bayside Boys Remix,Los Del Rio,Happiness Forever
4LxIGAVfcQIw0zAQRyFhU8,Motownphilly,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version)
64sn7wgJfeQKY3Jisnl59w,Tuesday's Gone,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie)
2oTDOIAdsxPTE7yAp4YOcv,Jump Around,House Of Pain,House Of Pain
3R97rNX7JnmshCWBwOSFet,My Lovin' (You're Never Gonna Get It),En Vogue,Funky Divas
0uMMLry3hzWGn3q3loqMkm,La Bamba,Los Lobos,La Bamba / Charlena
169oHBed4Nj1Q073yu9bFB,Out of Touch - Single Version,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates
7aKWgpecgLEqisWcXPElDl,Never There,CAKE,Prolonging the Magic
4uDlFeSZFTRawcOnbdUh94,Toledo Surprise,Garth Kravits,The Drowsy Chaperone (Original Broadway Cast Recording)
06iMqWThw4w8fTFyccvOwr,Ride Wit Me,Nelly,Country Grammar
4gMgiXfqyzZLMhsksGmbQV,Another Brick in the Wall, Pt. 2,Pink Floyd,The Wall
2r9wqqaPMXq6goFO396cfq,Denis,Blondie,Greatest Hits: Blondie
7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,Tom Petty,Full Moon Fever
6b9hm8mvZ2KH7Fl7LLA5ct,Let the Music Play,Shannon,Let the Music Play
0tV8pOpiNsKqUys0ilUcXz,Rise Up,Andra Day,Cheers to the Fall
1cxttvflVlYD4QA34tR5Yj,High Enough - RAC Remix,K.Flay,High Enough (RAC Remix)
1Ser4X0TKttOvo8bgdytTP,Come Get Her,Rae Sremmurd,SremmLife
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,Lukas Graham
0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,Strange Trails
33DLdGdo8h58yo0oucWsHT,Can We Hang On ?,Cold War Kids,LA DIVINE
0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,Fugees,The Score (Expanded Edition)
63rbP24OzfaQCJjsHWZXnY,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,Nothing but the Beat 2.0
0Nk7bSn0MItonkR0GNs3mj,The Walker,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition)
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,Unwritten
18oWEPapjNt32E6sCM6VLb,Heads Will Roll,Yeah Yeah Yeahs,It's Blitz! (Deluxe Edition)
6habFhsOp2NvshLv26DqMb,Despacito,Luis Fonsi,VIDA
3oCkNBx50nqgWcyHaNHZCS,The Black Death,'Something Rotten' Ensemble,Something Rotten! (Original Broadway Cast Recording)
1prZ0pr6XoRCxcrC3MCL0M,Everywhere,Fleetwood Mac,Greatest Hits
3IvflXoxqRVwNvpKhjIOv6,As Long As You're Mine - From "Wicked" Original Broadway Cast Recording/2003,Stephen Schwartz,Wicked (Original Broadway Cast Recording / Deluxe Edition)
1oXq63OUf43LDnNPVtfvX8,I'm A Man,The Spencer Davis Group,The Best Of Spencer Davis Group
3v8d3ku3kiTZVPxEt7a2dE,The Wanderer,Dion,Runaround Sue
5wj4E6IsrVtn8IBJQOd0Cl,Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]
22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,Me 4 U
6oJnQ6B7ctaKRYbCDwk7eM,Gurenge (From "Demon Slayer: Kimetsu no Yaiba"),Miura Jam,Gurenge (From "Demon Slayer: Kimetsu no Yaiba")
3OaunNUlXXs5e2PXtNAzzG,UCLA,RL Grime,NOVA
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,A Star Is Born Soundtrack
7kRZHiEpMnoCw71BrV7VeJ,Whoop There It Is,DJ Crazy J Rodriguez,Throwback Remixes
2s4BsyV3KhhrtsdtNfzoqb,Back To Black,Amy Winehouse,Back To Black
6RlAZ8QY4LcA4DxUUIiwmn,Limbo,Daddy Yankee,Prestige
5dcl7aymQgXPbX8DWUasYx,The Hope,Rick Recht,The Hope (Live)
