track_id,track_name,artist_name,album_name
7EQGXaVSyEDsCWKmUcfpLk,Die Young,Kesha,Warrior (Expanded Edition)
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,Stars Dance (Bonus Track Version)
4iJrZGr7ycnKyFxa1pfEHn,Burn,Ellie Goulding,Halcyon Days
7s0lDK7y3XLmI7tcsRAbW0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll
1DunhgeZSEgWiIYbHqXl0c,Latch,Disclosure,Settle (Deluxe)
3tm3GG9BBOYhUzKWlS6A74,Vivir Mi Vida,Marc Anthony,Vivir Mi Vida
6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),Icona Pop,THIS IS... ICONA POP
1kKlhuQE0HXp1IwBRpaH2P,Shake It Off,Taylor Swift,1989
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne)
3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,Shower
1huvTbEYtgltjQRXzrNKGi,Don't,Ed Sheeran,x (Deluxe Edition)
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,American Beauty/American Psycho
2XPc8gL9PwxGURQFcFaDJR,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Cheerleader (Felix Jaehn Remix Radio Edit)
6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,My House
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,Blurryface
6RUhbFEhrvGISaQ8u2j2JN,Dangerous Woman,Ariana Grande,Dangerous Woman
4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7/27 (Deluxe)
10GJQkjRJcZhGTLagFOC62,Most Girls,Hailee Steinfeld,Most Girls
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,Woodstock
4sNG6zQBmtq7M8aeeKJRMQ,Brazil,Declan McKenna,What Do You Think About the Car?
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,The Middle
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,Pray for the Wicked
